timestamp,month,day,year,time,age,mar,sex,chi,cou,urb,edu,med,wor,sec,occ,foc,hom,iin,hin,srh,dan,gov,hyg,cre,int,anc,sto,chr,cov,n,sur1,sur2,sur3,sur4,sur5,sur6,sur7,sur8,sur9,sur10,sur11,sur12,sur13,sur14,sur15,sur16,sur17,sur18,sur19,sur20,sur21,sur22,sur23,sur24,sur25,sur26,sur27,sur28,sur29,sur30
5/17/2020 16:37:25,5,17,2020,16:37:25,23,Single,Man,I have no children.,SAKARYA,Urban,Two-year degree or equivalent,Primary school,Student,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",,1500 - 3000,3000 - 6000,Very good,"Yes, I think","Yes, I think",Increased a lot,Increased,Increased,Yes,No,No,No,No,Moderate,Low,None,None,High,Low,Low,Moderate,Low,Moderate,High,None,None,None,Low,High,None,None,Low,Moderate,Extremely,A little,Moderately,Moderately,Extremely,Very slightly or not at all,A little,A little,Moderately,Extremely
5/17/2020 16:41:40,5,17,2020,16:41:40,21,Single,Man,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Middle School,Student,Other,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",No,1500 - 3000,1500 - 3000,Good,I definitely think so,I definitely don't think so,Same,Same,Same,Yes,Yes,Yes,No,No,Low,Low,High,Low,None,None,Moderate,None,High,None,Moderate,High,High,High,None,None,Moderate,Low,None,None,Moderately,Very slightly or not at all,Quite a bit,Moderately,Extremely,A little,Extremely,Quite a bit,A little,Very slightly or not at all
5/17/2020 16:43:14,5,17,2020,16:43:14,21,Single,Female,I have no children.,KOCAELİ,Urban,Two-year degree or equivalent,High school,Student,Health,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,3000 - 6000,3000 - 6000,Neither good nor bad,I definitely think so,I definitely don't think so,Same,Same,Same,No,No,No,No,No,None,None,High,None,Low,High,High,None,High,None,High,High,High,High,None,None,High,High,None,None,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Extremely,Extremely,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
5/17/2020 16:44:49,5,17,2020,16:44:49,26,Married,Man,I have a child/children in the 0-1 age range.,İSTANBUL,Urban,Graduate,High school,Self-employed,Service,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,1500 - 3000,3000 - 6000,Good,"Yes, I think","Yes, I think",Increased a lot,Same,Increased,Yes,No,No,No,Yes,Moderate,Moderate,Low,None,Low,Low,None,None,None,Low,Moderate,None,None,None,Low,Moderate,None,None,None,Moderate,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,Quite a bit
5/17/2020 16:45:37,5,17,2020,16:45:37,21,Single,Man,I have no children.,İSTANBUL,Urban,Graduate,Middle School,Student,Service,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",,0 - 1500,3000 - 6000,Good,I don't know; I'm uncertain,"Yes, I think",Increased,Increased,Decreased,Yes,Yes,No,No,No,High,Moderate,Low,None,Low,Low,None,Low,Low,None,Moderate,Low,Low,Moderate,None,Low,None,None,None,Moderate,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
5/17/2020 16:52:10,5,17,2020,16:52:10,21,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Primary school,Student,Education,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)",No,3000 - 6000,3000 - 6000,Neither good nor bad,"Yes, I think","No, I don't think",Increased,Increased,Increased,Yes,No,Yes,No,No,High,Moderate,Low,Moderate,None,High,Low,None,Low,None,Moderate,Low,Low,Low,None,None,Low,None,None,None,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Quite a bit,Very slightly or not at all
5/17/2020 16:55:09,5,17,2020,16:55:09,20,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Primary school,Student,Education,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,0 - 1500,0 - 1500,Very bad,I don't know; I'm uncertain,I don't know; I'm uncertain,Increased,Same,Same,Yes,Yes,Yes,No,No,Low,Moderate,High,Low,None,None,Low,None,High,None,Moderate,High,High,High,None,None,High,None,None,None,A little,Very slightly or not at all,A little,A little,A little,A little,A little,A little,Moderately,A little
5/17/2020 16:55:54,5,17,2020,16:55:54,50,Married,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Graduate,Full-time employee,Service,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Skilled agricultural, forestry and aquaculture workers",Yes,6000 - 12000,6000 - 12000,Very good,I definitely think so,I definitely think so,Increased,Increased a lot,Decreased a lot,Yes,Yes,Yes,No,No,Low,Low,Moderate,Low,Moderate,Moderate,Moderate,None,Moderate,None,Low,Moderate,Moderate,Moderate,None,None,Moderate,Low,None,None,Moderately,A little,Moderately,A little,Quite a bit,A little,Moderately,Moderately,Moderately,Quite a bit
5/17/2020 17:00:44,5,17,2020,17:00:44,20,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Primary school,Student,Other,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Partially,1500 - 3000,1500 - 3000,Very good,I definitely think so,I don't know; I'm uncertain,Decreased,Same,Increased,No,No,Yes,No,No,High,Moderate,None,None,High,None,None,High,None,High,High,None,None,Low,High,High,None,None,Moderate,High,Moderately,Very slightly or not at all,A little,Extremely,Very slightly or not at all,A little,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all
5/17/2020 17:01:05,5,17,2020,17:01:05,28,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,High school,Full-time employee,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,3000 - 6000,6000 - 12000,Good,"No, I don't think",I definitely think so,Increased,Decreased a lot,Decreased a lot,No,No,Yes,No,Yes,Moderate,Moderate,None,None,High,None,Low,Moderate,Low,Moderate,Moderate,None,None,None,Moderate,Moderate,None,None,None,Moderate,A little,Quite a bit,Very slightly or not at all,Very slightly or not at all,A little,A little,Very slightly or not at all,Very slightly or not at all,Quite a bit,A little
5/17/2020 17:02:36,5,17,2020,17:02:36,18,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Middle School,Student,Other,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",Yes,1500 - 3000,6000 - 12000,Good,I definitely think so,"Yes, I think",Increased,Increased,Increased,Yes,Yes,No,No,Yes,Moderate,Moderate,None,Low,Low,None,Moderate,Low,Low,Low,Moderate,None,None,None,Low,Low,Low,None,None,Low,Extremely,Quite a bit,A little,A little,Extremely,Moderately,Extremely,Extremely,Moderately,Extremely
5/17/2020 17:05:10,5,17,2020,17:05:10,21,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Middle School,Full-time employee,Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,1500 - 3000,3000 - 6000,Very good,I definitely think so,I don't know; I'm uncertain,Increased a lot,Decreased a lot,Decreased,Yes,No,Yes,No,Yes,Low,Low,Moderate,Moderate,None,Moderate,Moderate,None,Moderate,None,None,Moderate,Low,Low,None,Low,Moderate,Moderate,None,None,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,A little,Extremely,Quite a bit,Extremely
5/17/2020 17:05:44,5,17,2020,17:05:44,30,Married,Female,"I have a child/children in the 0-1 age range., I have a child/children in the 2-6 age range.",İSTANBUL,Urban,Two-year degree or equivalent,Two-year degree or equivalent,Student,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",,1500 - 3000,1500 - 3000,Neither good nor bad,I don't know; I'm uncertain,"No, I don't think",Increased,Decreased,Increased,Yes,No,No,No,No,Low,Low,None,None,Low,None,None,None,None,Moderate,Moderate,None,None,None,Moderate,Moderate,None,None,None,Moderate,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,A little,Very slightly or not at all,Very slightly or not at all
5/17/2020 17:13:08,5,17,2020,17:13:08,23,Single,Female,I have no children.,İSTANBUL,Rural,Two-year degree or equivalent,Primary school,Student,Health,,"Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,6000 - 12000,6000 - 12000,Neither good nor bad,"Yes, I think",I don't know; I'm uncertain,Same,Same,Increased,Yes,No,Yes,No,No,Low,Low,Low,Low,None,Low,Moderate,None,Moderate,Low,None,None,None,Low,None,None,Moderate,None,None,None,Extremely,Quite a bit,Extremely,Extremely,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,Extremely
5/17/2020 17:13:59,5,17,2020,17:13:59,20,Single,Female,I have no children.,KOCAELİ,Urban,Two-year degree or equivalent,Primary school,Student,Other,,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",,1500 - 3000,1500 - 3000,Neither good nor bad,"Yes, I think","Yes, I think",Increased,Increased,Increased,Yes,No,No,No,No,Low,Moderate,None,None,Low,Low,Low,None,Low,Low,Low,None,None,Low,None,Moderate,Low,None,None,Low,Moderately,A little,A little,A little,Moderately,A little,Moderately,A little,A little,Moderately
5/17/2020 17:15:06,5,17,2020,17:15:06,28,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Two-year degree or equivalent,Unemployed,Other,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",Partially,3000 - 6000,6000 - 12000,Good,"Yes, I think",I definitely don't think so,Increased,Same,Increased a lot,Yes,Yes,No,No,No,None,Low,High,Low,None,Low,Low,Low,Low,Low,Low,Low,None,Low,None,Low,Low,None,None,None,Extremely,Quite a bit,Extremely,Quite a bit,Very slightly or not at all,Extremely,Extremely,Extremely,Quite a bit,Extremely
5/17/2020 17:18:23,5,17,2020,17:18:23,23,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Primary school,Part-time employee,Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,1500 - 3000,3000 - 6000,Good,"Yes, I think",I don't know; I'm uncertain,Increased,Same,Same,Yes,No,Yes,No,Yes,Moderate,Low,Low,None,Moderate,Low,Low,Moderate,Low,Low,Low,None,None,None,Low,None,Low,None,Low,Low,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Moderately,Quite a bit,Moderately,A little,Quite a bit
5/17/2020 17:18:53,5,17,2020,17:18:53,22,Single,Female,I have no children.,KOCAELİ,Urban,Two-year degree or equivalent,Primary school,Student,Education,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",,3000 - 6000,3000 - 6000,Very good,"Yes, I think",I don't know; I'm uncertain,Increased,Increased a lot,Increased a lot,Yes,No,Yes,No,Yes,Moderate,Moderate,None,None,Low,Moderate,None,Low,Low,Moderate,Moderate,None,None,None,None,Low,None,None,Low,Low,Quite a bit,A little,Quite a bit,Quite a bit,A little,Moderately,Quite a bit,Quite a bit,Moderately,Moderately
5/17/2020 17:26:09,5,17,2020,17:26:09,20,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Two-year degree or equivalent,Student,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,0 - 1500,3000 - 6000,Neither good nor bad,"Yes, I think","Yes, I think",Increased a lot,Increased a lot,Increased a lot,Yes,Yes,Yes,No,Yes,Low,Low,Low,None,None,High,Low,None,Low,None,High,Low,Low,Low,None,None,Low,None,None,None,Moderately,Moderately,Very slightly or not at all,Very slightly or not at all,Quite a bit,Moderately,A little,Moderately,A little,Very slightly or not at all
5/17/2020 17:48:48,5,17,2020,17:48:48,35,Married,Female,I have a child/children in the 2-6 age range.,İSTANBUL,Urban,Graduate,Graduate,Unpaid family worker (Doing housework etc),Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",No,3000 - 6000,3000 - 6000,Very good,I definitely think so,"Yes, I think",Increased a lot,Decreased,Same,Yes,No,No,No,Yes,Low,Low,None,Moderate,Low,High,Moderate,Low,Moderate,Low,Low,Low,Low,Low,None,None,Moderate,Moderate,None,Moderate,Moderately,Moderately,Quite a bit,Quite a bit,Very slightly or not at all,Moderately,Quite a bit,Moderately,Moderately,Extremely
5/17/2020 17:50:19,5,17,2020,17:50:19,23,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Middle School,Unemployed,Health,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",,1500 - 3000,3000 - 6000,Good,"Yes, I think",I definitely think so,Increased,Same,Same,Yes,Yes,Yes,No,No,High,Low,None,Low,Low,Low,Moderate,None,Moderate,Low,Moderate,None,None,Low,None,None,Low,None,None,None,Moderately,Very slightly or not at all,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Very slightly or not at all,Moderately
5/17/2020 17:54:41,5,17,2020,17:54:41,27,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Primary school,Unemployed after the covid-19 crisis,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,1500 - 3000,1500 - 3000,Good,"Yes, I think","Yes, I think",Same,Same,Same,Yes,No,No,No,Yes,Moderate,Moderate,None,None,Moderate,Low,None,Low,Low,Moderate,Moderate,None,None,None,Moderate,Moderate,None,None,Low,Moderate,Moderately,A little,Moderately,Moderately,Moderately,A little,Moderately,Moderately,A little,Moderately
5/17/2020 18:00:29,5,17,2020,18:00:29,18,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Primary school,Student,Education,,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",,1500 - 3000,1500 - 3000,Very good,I definitely think so,I definitely think so,Increased,Increased,Same,Yes,No,Yes,No,Yes,Low,Moderate,Low,None,Moderate,None,Moderate,Moderate,None,Moderate,High,None,None,None,High,High,None,None,Low,High,Extremely,Moderately,Very slightly or not at all,Extremely,Extremely,Extremely,Extremely,Extremely,A little,Extremely
5/17/2020 18:05:20,5,17,2020,18:05:20,23,Single,Man,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Primary school,Part-time employee,Health,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",No,1500 - 3000,1500 - 3000,Very good,"Yes, I think",I definitely think so,Increased a lot,Increased,Increased,Yes,No,Yes,No,No,Low,High,Low,None,Moderate,None,Low,Low,None,Low,Moderate,Low,Low,Low,Low,Moderate,Low,Low,Low,Low,A little,Moderately,Moderately,Moderately,Moderately,Moderately,A little,A little,A little,A little
5/17/2020 18:17:54,5,17,2020,18:17:54,28,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Two-year degree or equivalent,Unemployed,Other,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",Partially,3000 - 6000,6000 - 12000,Good,"Yes, I think",I definitely don't think so,Increased,Same,Increased a lot,Yes,Yes,No,No,No,None,Low,High,Low,None,Low,Low,Low,Low,Low,Low,Low,None,Low,None,Low,Low,None,None,None,Extremely,Quite a bit,Extremely,Quite a bit,Very slightly or not at all,Extremely,Extremely,Extremely,Quite a bit,Extremely
5/17/2020 18:29:26,5,17,2020,18:29:26,20,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Primary school,Student,Education,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,3000 - 6000,3000 - 6000,Kötü,"Yes, I think",I definitely don't think so,Increased a lot,Same,Decreased,Yes,No,Yes,No,Yes,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately
5/17/2020 18:31:46,5,17,2020,18:31:46,22,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Middle School,Student,Health,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",No,3000 - 6000,3000 - 6000,Neither good nor bad,I don't know; I'm uncertain,"Yes, I think",Increased,Decreased,Increased,Yes,No,No,No,No,Low,Low,Low,None,Low,Low,None,None,None,None,Low,None,None,Low,None,None,None,None,None,Low,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,Very slightly or not at all,A little,A little,Very slightly or not at all
5/17/2020 18:32:24,5,17,2020,18:32:24,23,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,High school,Student,Other,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",No,0 - 1500,1500 - 3000,Good,"Yes, I think",I definitely don't think so,Increased a lot,Decreased,Decreased,Yes,Yes,Yes,No,No,Low,None,Low,Low,None,Low,Moderate,None,Low,None,Low,Low,Low,Low,None,None,Low,Low,None,Low,A little,A little,A little,A little,A little,A little,Moderately,A little,A little,Moderately
5/17/2020 18:33:10,5,17,2020,18:33:10,20,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,None,Student,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",,1500 - 3000,1500 - 3000,Neither good nor bad,"Yes, I think","No, I don't think",Increased,Increased a lot,Increased a lot,Yes,No,Yes,No,Yes,Low,None,Moderate,None,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
5/17/2020 18:34:54,5,17,2020,18:34:54,18,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Primary school,Student,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Partially,0 - 1500,0 - 1500,Neither good nor bad,"Yes, I think","No, I don't think",Same,Same,Same,Yes,No,No,No,Yes,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately
5/17/2020 18:36:16,5,17,2020,18:36:16,18,Single,Female,I have no children.,KOCAELİ,Urban,Two-year degree or equivalent,Middle School,Student,Education,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",Yes,1500 - 3000,3000 - 6000,Very good,"Yes, I think",I don't know; I'm uncertain,Increased,Increased,Increased,Yes,Yes,No,No,No,High,Moderate,Low,None,Low,None,Low,High,Low,Moderate,High,Low,Low,Low,Low,Low,None,Low,Low,Low,A little,A little,Moderately,A little,A little,A little,A little,A little,A little,A little
5/17/2020 18:37:40,5,17,2020,18:37:40,18,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,High school,Student,Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,1500 - 3000,1500 - 3000,Good,I don't know; I'm uncertain,"No, I don't think",Increased a lot,Increased,Increased,Yes,No,Yes,No,No,Low,Moderate,Low,None,Low,Moderate,Moderate,Moderate,Low,Moderate,High,None,None,None,Low,Low,Low,None,Low,Low,A little,Moderately,A little,A little,A little,Moderately,A little,Moderately,Moderately,Very slightly or not at all
5/17/2020 18:40:42,5,17,2020,18:40:42,19,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,High school,Student,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",No,3000 - 6000,6000 - 12000,Good,"Yes, I think","Yes, I think",Same,Same,Same,Yes,No,Yes,No,Yes,Low,Low,Low,None,None,Low,Low,None,Low,Low,Low,Low,Low,Low,Low,Low,Low,None,None,None,Very slightly or not at all,A little,Moderately,Moderately,Moderately,Moderately,A little,Moderately,A little,Very slightly or not at all
5/17/2020 18:41:12,5,17,2020,18:41:12,20,Single,Man,I have no children.,İSTANBUL,Urban,None,None,Unemployed,Other,,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",No,0 - 1500,0 - 1500,Very good,I definitely think so,I definitely don't think so,Decreased,Decreased,Decreased,No,No,No,No,No,Low,Low,Low,None,Low,Low,Low,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very slightly or not at all
5/17/2020 18:43:50,5,17,2020,18:43:50,21,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,High school,Student,Other,,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",Yes,0 - 1500,3000 - 6000,Good,"Yes, I think","Yes, I think",Increased a lot,Same,Increased,No,No,No,No,No,Moderate,Moderate,Low,None,Low,None,Low,High,Low,Low,Moderate,Low,None,None,Low,Low,Low,Low,Low,Low,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
5/17/2020 18:46:50,5,17,2020,18:46:50,19,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Primary school,Student,Other,,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",,3000 - 6000,3000 - 6000,Good,"Yes, I think","Yes, I think",Same,Same,Increased,Yes,No,No,No,Yes,Low,Low,None,None,Low,None,Moderate,Low,Low,Low,Moderate,None,None,None,Low,High,None,None,Low,High,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately
5/17/2020 18:49:12,5,17,2020,18:49:12,19,Single,Female,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Two-year degree or equivalent,Student,Other,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",Partially,0 - 1500,1500 - 3000,Good,"Yes, I think","Yes, I think",Increased a lot,Same,Same,Yes,Yes,No,Yes,Yes,Low,Low,None,None,Low,None,None,Low,None,Low,High,None,None,None,None,Low,None,None,Low,Low,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
